SSN,payment_history,credit_utilization,len_credit_history,mix_credit,new_credit,credit_score
60117065,0.18,0.07,0.82,0.07,0.19,500
942936104,0.93,0.41,0.95,0.37,0.24,345
398471823,0.53,0.15,0.53,0.24,0.09,529
730849639,0.84,0.15,0.71,0.37,0.29,577
711449189,0.53,0.2,0.38,0.63,0.18,403
867597245,0.74,0.04,0.37,0.37,0.36,729
470778819,0.71,0.15,0.75,0.81,0.72,379
166332284,0.23,0,0.5,0.14,0.31,542
45934073,0.82,0.26,0.56,0.37,0.18,429
204457455,0.32,0.15,0.53,0.37,0.28,311
86558988,0.56,0.02,0.14,0.72,0.8,334
939380963,0.82,0.35,0.61,0.37,0.1,360
452011985,0.9,0.22,0.46,0.37,0.45,386
403477894,0.53,0.12,0.68,0.37,0.59,343
664683425,0.06,0.04,0.82,0.76,0.17,737
478644689,0.8,0.36,0.82,0.37,0.04,389
851002437,0.53,0.05,0.25,0.24,0.29,571
161977021,0.64,0.21,0.37,0.37,0.17,389
880439172,0.88,0.22,0.43,0.96,0.08,628
21408609,0.96,0.25,0.73,0.37,0.68,335
135651192,0.4,0.16,0.39,0.9,0,583
58172115,0.89,0.28,0.5,0.77,0.04,535
545264479,0.25,0.04,0.01,0.64,0.36,330
717893121,0.53,0.21,0.58,0.6,0.01,510
847623073,0.8,0.32,0.82,0.37,0.27,361
823652942,0.82,0.23,0.25,0.37,0.32,358
348918678,0.81,0.07,0.25,0.37,0.37,621
932643958,0.74,0.25,0.06,0.37,0,408
935950182,0.77,0.13,0.62,0.37,0.83,328
5953293,0.9,0.24,0.07,0.37,0.16,408
930278979,0.57,0.05,0.21,0.56,0.61,385
640750673,0.76,0.29,0.71,0.37,0.18,387
546302414,0.77,0.13,0.05,0.37,0.07,698
138946543,0.69,0.18,0.25,0.37,0.03,543
294494355,0.71,0.36,0.49,0.37,0.05,319
231665095,0.97,0.52,0.99,0.37,0,335
419006708,0.97,0.33,0.11,0.37,0.26,315
25388538,0.87,0.22,0.82,0.37,0.35,457
688213046,0.04,0.08,0.47,0.12,0.06,309
463249417,0.73,0.34,0.46,0.37,0.12,319
943028529,0.79,0.38,0.57,0.37,0.02,344
304929153,0.87,0.12,0.82,0.37,0.86,381
414791014,0.53,0.29,0.64,1,0.22,349
504955032,0.69,0.28,0.44,0.91,0.43,315
3509471,0.83,0.15,0.79,0.37,0.27,609
61506898,0.78,0.1,0.65,0.37,0.42,554
358610208,0.56,0.08,0.63,0.37,0.56,408
9639475,0.71,0.23,0.81,0.37,0.13,495
240269542,0.26,0.07,0.55,0.29,0.33,376
692450249,0.85,0.16,0.75,0.37,0.18,669
84787735,0.85,0.31,0.55,0.37,0.18,370
260256899,0.96,0.19,0.22,0.76,0.45,439
866234858,0.29,0.16,0.25,0.86,0.11,391
203012786,0.35,0.22,0.63,0.9,0.07,424
536507774,0.92,0.11,0.69,0.88,0.62,534
298339697,0.9,0.06,0.82,0.37,0.81,475
547088224,0.56,0.11,0.48,0.95,0.56,409
45766434,0.4,0.09,0.67,0.86,0.56,388
747630035,0.84,0.23,0.98,0.37,0.66,354
659663589,0.78,0.11,0.25,0.37,0.24,599
528020563,1,0.14,0.76,0.92,0.97,395
730224719,0.53,0.25,0.82,0.8,0.36,352
842790182,0.56,0.2,0.99,0.82,0.47,400
52033937,0.59,0.29,0.74,0.21,0.09,349
461685476,0.24,0.11,0.12,0.81,0.13,395
971684967,0.8,0,0.03,0.37,0.61,522
927229427,0.69,0.03,0.23,0.37,0.71,382
87171438,0.74,0.14,0.54,0.37,0.12,689
780856903,0.02,0.08,0.6,0.84,0.3,340
12347619,0.8,0.13,0.72,0.37,0.62,418
556573362,0.72,0.01,0.69,0.84,0.76,552
909176623,0.76,0.22,0.38,1,0.56,349
320719804,0.76,0.15,0.25,0.37,0.19,528
606116638,0.99,0.05,0.49,0.95,0.84,516
627208519,0.98,0.03,0.51,0.37,0.67,605
33019126,0.53,0.14,0.82,0.73,0.24,589
879114278,0.53,0.29,0.41,0.72,0.17,312
297070533,0.25,0.13,0.52,0.91,0.1,514
522992011,0.88,0.23,0.54,0.37,0.02,594
439646761,0.99,0.1,0.8,0.93,0.56,642
148156884,0.31,0.21,0.72,0.11,0.08,319
172769584,0.04,0.05,0.25,0.91,0.32,307
900859763,0.65,0.17,0.62,0.37,0.5,353
817072824,0.73,0.13,0.82,0.82,0.85,370
14378475,0.01,0.05,0.78,0.01,0.19,348
737062704,0.78,0.13,0.45,0.78,0.66,400
375718736,0.65,0.16,0.34,0.37,0.19,473
886910601,0.37,0.15,0.37,0.67,0.1,448
158545002,0.8,0.22,0.51,0.37,0.05,544
634779952,0.43,0.15,0.56,0.65,0.42,345
583826954,0.85,0.4,0.82,0.37,0.14,340
440475015,0.76,0.14,0.25,0.37,0.2,539
331900208,0.84,0.25,0.45,0.81,0.56,341
983545649,0.53,0.02,0.21,0.79,0.8,350
861129633,0.53,0.24,0.72,0.37,0.17,373
96137527,0.66,0.26,0.82,0.37,0.05,469
825720502,0.75,0.05,0.95,0.37,0.48,697
586114014,0.41,0.05,0.99,0.15,0.43,538
997745904,0.67,0.13,0.09,0.37,0.36,377
328815979,0.36,0.08,0.67,0.89,0.51,422
457438213,0.82,0.1,0.82,0.85,0.66,513
612261621,0.09,0.06,0.25,0.37,0.08,401
667492589,0.89,0.41,0.77,0.92,0.28,343
400862769,0.53,0.21,0.63,0.37,0.02,489
881773731,0.79,0.4,0.69,0.37,0.18,300
146805946,0.98,0.18,0.8,0.37,0.29,606
670781419,0.22,0.06,0.25,0.37,0.19,428
778776558,0.41,0.02,0.41,0.61,0.63,382
772315014,0.22,0.12,0.25,0.67,0.18,340
24197441,0.7,0.21,0.96,0.37,0.63,340
417687697,0.37,0.24,0.97,0.56,0.11,392
235782435,0.82,0.35,0.64,0.37,0.3,310
953966873,0.91,0.32,0.44,0.81,0.5,321
988943174,0.9,0.22,0.42,0.37,0.51,359
411563268,0.36,0.11,0.36,0.18,0.16,407
876952705,0.4,0,0.43,0.57,0.51,511
1153797,0.72,0.04,0.12,0.93,0.86,365
373425884,0.53,0.08,0.82,0.06,0.19,737
7737982,0.82,0.43,0.82,0.37,0.12,314
750600016,0.42,0.11,0.25,0.97,0.25,489
307739634,0.97,0.24,0.04,0.79,0.56,334
840750161,0.89,0.04,0.56,0.37,0.53,670
844784322,0.67,0.35,0.81,0.37,0.22,312
822397814,0.91,0.48,0.68,0.9,0.25,302
141743248,0.74,0.36,0.96,0.37,0,409
403110421,0.53,0.07,0.68,0.37,0.56,428
878154837,0.25,0.02,0.37,0.37,0.36,438
146778127,0.9,0.26,0.06,0.37,0.11,403
808327168,0.97,0.22,0.07,0.37,0.22,440
485044929,0.71,0.21,0.73,0.37,0.69,302
540840199,0.6,0.3,0.55,0.92,0.19,354
823418548,0.7,0.18,0.12,0.37,0.12,451
729340815,0.42,0.13,0.45,0.85,0.19,523
697111425,0.92,0.08,0.63,0.37,0.37,759
310309896,0.41,0.11,0.43,0.56,0.14,570
27540135,0.83,0.07,0.08,0.83,0.43,607
862705588,0.95,0.29,0.25,0.99,0.19,442
656786372,0.88,0.02,0.39,0.37,0.65,565
553495453,0.72,0.07,0.09,0.37,0.35,537
136053193,0.96,0.37,0.6,0.37,0.36,314
891280615,0.68,0.1,0.53,1,0.8,384
4069221,0.83,0.06,0.43,0.37,0.69,458
653098319,0.9,0.13,0.56,0.37,0.23,710
612767881,0.53,0.21,0.96,0.94,0.75,304
327447493,0.65,0.02,0.09,0.37,0.45,528
378678962,0.83,0.3,0.19,0.37,0.16,333
133755672,0.9,0.02,0.76,0.37,0.77,569
333771437,0.35,0.12,0.69,0.64,0.18,537
539607471,0.97,0.18,0.61,0.86,0.96,345
631564701,0.64,0.13,0.5,0.37,0.59,341
892371651,0.43,0.14,0.5,0.67,0.4,356
607795877,0.86,0.1,0.08,0.37,0.62,380
43987772,0.92,0.17,0.56,0.37,0.41,473
4380888,0.8,0.16,0.66,0.37,0.67,362
810960693,0.25,0.12,0.8,0.75,0.03,733
364043378,0.66,0.11,0.8,0.37,0.17,777
3177006,0.22,0.02,0.82,0.71,0.5,477
737989003,0.22,0.08,0.52,0.27,0.19,426
730937675,0.95,0.15,0.98,0.37,0.97,360
23124154,0.79,0.25,0.52,0.37,0.15,434
598594416,0.77,0.16,0.68,0.37,0.06,760
810995583,0.36,0.07,0.39,0.37,0.17,607
391145355,0.67,0.32,0.77,0.37,0.04,387
342348843,0.91,0.14,0.35,0.81,0.59,442
706519643,0.73,0.11,0.49,0.94,0.37,600
307126771,0.97,0.16,0.25,0.37,0.7,348
274487487,0.55,0.01,0.45,0.94,0.44,764
494159484,0.97,0.29,0.19,0.37,0.43,313
466768815,0.87,0.18,0.55,0.89,0.51,457
982570502,0.87,0.03,0.25,0.75,0.67,550
458270324,0.86,0.04,0.46,0.88,0.62,607
27185095,0.59,0.13,0.51,0.77,0.56,382
151150237,0.41,0.03,0.25,0.3,0.51,348
4519545,0.93,0.42,0.56,0.89,0.19,341
118275782,0.53,0.18,0.97,0.37,0.44,373
37555042,0.41,0.07,0.12,0.72,0.56,306
538739942,0.53,0.08,0.09,0.37,0.49,321
48258357,0.53,0.08,0.25,0.96,0.33,555
920876455,0.77,0.33,0.77,0.98,0.56,312
772653492,0.81,0.08,0.05,0.89,0.29,717
777507191,0.76,0.02,0.22,0.37,0.58,525
258910155,0.89,0.12,0.83,0.37,0.43,602
696488228,0.83,0.14,0.82,0.86,0.48,560
19981695,0.53,0.18,0.82,0.92,0.65,334
56718312,0.78,0.04,0.03,0.37,0.62,419
105413738,0.61,0.26,0.82,0.74,0.3,381
9739853,0.56,0.11,0.96,1,0.25,763
722375691,0.98,0.05,0.21,0.37,0.74,457
152863433,0.78,0.32,0.4,0.37,0.24,308
774516137,0.95,0.35,0.25,0.91,0.19,370
567084571,0.95,0.39,0.55,0.37,0.06,367
460466553,0.66,0.32,0.63,0.37,0.14,325
742857209,0.37,0.12,0.03,0.55,0.17,352
772496215,0.83,0.32,0.6,0.37,0.32,325
178000429,0.93,0.04,0.1,0.75,0.66,529
440816161,0.56,0.15,0.8,0.05,0.08,605
4172253,0.78,0.11,0.5,0.37,0.85,323
390487637,0.56,0.09,0.04,0.8,0.13,726
141738823,0.58,0.08,0.82,0.8,0.82,382
755090785,0.98,0,0.25,0.93,0.74,640
666146025,0.53,0.35,0.51,0.61,0,306
153216491,0.62,0.2,0.58,0.94,0.39,403
106118596,0.81,0.43,0.82,0.85,0.07,362
549901966,0.42,0.05,0.82,0.78,0.51,533
671184461,0.12,0.13,0.82,0.85,0.05,553
42723184,0.82,0.11,0.04,0.37,0.28,557
207960275,0.66,0.23,0.82,0.37,0.3,400
342261406,0.68,0.25,1,0.78,0.05,588
720633029,0.82,0.11,0.59,0.88,0.44,609
700035326,0.53,0.19,0.18,0.67,0.01,483
377247121,0.2,0.1,0.82,0.79,0.04,781
32898394,0.53,0.2,0.7,0.74,0.29,408
955070113,0.6,0.19,0.58,0.55,0.48,336
423090194,0.83,0.08,0.68,0.37,0.66,470
444690112,0.89,0.38,0.19,0.37,0.02,328
15042905,0.82,0.32,0.61,0.37,0.05,406
531079428,0.92,0.31,0.04,0.37,0.15,340
909429276,0.61,0.21,0.75,0.88,0.51,363
196590064,0.4,0.18,0.82,0.37,0.15,424
762912513,0.96,0.17,0.82,0.79,0.56,498
676846318,0.85,0.15,0.18,0.37,0.29,488
661584301,0.33,0.04,0.69,0.76,0.47,493
817224195,0.42,0.06,0.96,0.37,0.61,411
21624299,0.93,0.11,0.48,0.82,0.39,671
395023592,0.91,0.52,0.82,0.37,0.01,305
835297763,0.13,0.06,0.96,0.99,0.39,501
359443002,1,0.1,0.39,0.37,0.68,456
701609782,0.62,0.19,0.5,0.37,0.5,308
79834426,0.53,0.15,0.46,0.94,0.39,410
847071966,0.22,0.04,0.64,0.67,0.62,329
420124874,0.99,0.4,0.96,0.37,0.37,335
329434919,0.88,0.14,0.79,0.37,0.25,691
465282185,0.63,0.08,0.56,0.37,0.49,474
20196053,0.99,0.27,0.25,0.37,0.38,356
492606505,0.31,0.01,0.82,0.95,0.63,503
79297417,0.78,0.06,0.75,0.37,0.73,471
407079376,0.99,0.35,0.82,0.37,0.36,359
646438471,0.75,0.15,0.4,0.95,0.16,700
944023359,0.71,0.4,0.67,0.37,0.08,304
808813863,0.76,0.21,0.68,0.98,0.42,447
293656533,0.88,0.33,0.83,0.37,0.36,344
205853713,0.84,0.2,0.05,0.37,0.13,456
984164087,0.92,0.02,0.82,0.37,0.97,460
320200689,0.65,0.27,0.58,0.37,0.3,318
956842633,0.88,0.19,0.66,0.85,0.71,384
304912091,0.95,0.1,0.18,0.94,0.59,509
686717937,0.99,0.22,0.66,0.37,0.52,406
846155588,0.53,0.01,0.25,0.37,0.56,441
909748834,0.76,0.14,0.47,0.88,0.83,340
101495167,0.53,0.24,0.49,0.96,0.4,317
559683197,0.42,0.02,0.82,0.06,0.47,523
468951593,0.53,0.03,0.02,0.87,0.26,776
972075221,0.41,0.09,0.65,0.08,0.1,664
786491228,0.9,0.17,0.63,0.79,0.38,560
749759957,0.62,0.04,0.47,0.06,0.36,597
80671906,0.08,0,0.57,0.37,0.44,335
716465056,0.61,0.05,0.25,0.37,0.6,374
593084201,0.12,0.2,0.82,0.65,0.08,338
79971882,0.71,0.14,1,0.84,0.49,526
392394089,0.82,0.25,0.25,0.37,0.05,453
135513643,0.93,0.33,0.82,0.37,0.62,301
71155755,0.84,0.11,0.17,0.37,0.24,628
211490401,0.88,0.41,0.18,0.83,0.02,335
272978126,0.98,0.2,0.99,0.37,0.47,488
681286378,0.65,0.01,0.76,0.37,0.71,503
118648364,0.32,0.16,0.04,0.66,0.02,364
16959991,0.32,0.16,0.25,0.57,0.11,352
266871395,0.91,0.17,0.82,0.37,0.68,405
169512836,0.57,0.04,0.68,0.37,0.4,642
593244518,0.77,0.31,0.67,0.37,0.19,360
86061571,0.71,0.21,0.8,0.86,0.46,416
591962861,0.71,0.18,0.37,0.97,0.29,491
29079246,0.73,0.11,0.71,0.95,0.74,427
261853316,0.86,0.16,0.79,0.37,0.16,732
591510974,0.74,0.33,0.69,0.96,0.13,412
990690123,0.76,0.17,0.58,0.37,0.73,317
995704298,0.97,0.38,0.69,0.99,0.62,308
751531651,0.58,0.22,0.5,0.78,0.47,313
128257448,0.84,0.19,0.78,0.37,0.2,592
300131951,0.92,0.33,0.25,0.37,0.14,355
635874425,0.93,0.14,0.82,0.37,0.62,462
278291585,0.62,0.23,0.82,0.37,0.3,382
614562582,0.53,0.28,0.82,0.29,0.01,393
630184297,0.87,0.2,0.54,0.82,0.72,352
357999765,0.96,0.35,0.82,0.37,0.14,415
855303021,0.35,0.36,0.82,0.88,0.01,309
955991483,0.63,0.04,0.58,0.98,0.74,478
956054022,0.83,0.02,0.42,0.37,0.98,374
726622443,0.84,0.17,0.99,0.37,0.56,450
368992928,0.95,0.3,0.39,0.75,0.56,317
512444045,0.95,0.21,0.6,0.37,0.5,403
560399488,0.84,0.26,0.82,0.37,0.45,373
832915264,0.55,0.16,0.25,0.37,0.34,332
739447086,0.29,0.07,0.82,0.68,0.59,370
383610617,0.96,0.2,0.07,0.37,0.06,572
916657334,0.82,0.24,0.82,0.78,0.4,439
231099328,0.74,0.13,0.71,0.37,0.28,597
858012178,0.7,0.07,0.2,0.78,0.32,672
535263947,0.31,0.13,0.8,0.89,0.49,365
513943927,0.74,0.05,0.16,0.37,0.35,635
325944959,0.85,0.22,0.52,0.37,0.47,366
191898432,0.53,0.04,0.73,0.37,0.64,441
421917018,0.62,0.18,0.82,0.37,0.1,580
704896149,0.53,0.11,0.06,0.71,0.45,343
974533356,0.84,0.36,0.7,0.37,0.16,351
318115734,0.87,0.31,0.25,0.37,0.25,327
168636433,0.59,0.41,0.82,0.64,0.08,301
873758878,0.21,0.13,0.78,0.37,0.17,401
167884561,0.53,0.15,0.46,0.37,0.17,479
85053359,0.99,0.12,0.02,0.37,0.26,616
652248844,0.71,0.17,0.75,0.37,0.33,475
971417522,0.82,0.17,0.82,0.37,0.73,361
973554809,0.53,0.22,0.67,0.77,0.33,369
183874944,0.6,0.35,0.82,0.82,0.08,368
207920342,0.86,0.17,0.61,0.37,0.77,336
424257378,0.53,0.08,0.54,0.86,0.62,414
650849506,0.35,0.03,0.59,0.97,0.49,527
597155207,0.65,0.21,0.55,0.37,0.38,346
923044093,0.53,0.1,0.01,0.61,0.26,437
130717805,0.25,0.07,0.41,0.62,0.33,389
718256587,0.92,0.08,0.19,0.82,0.36,710
589302506,0.97,0.2,0.7,0.37,0.45,453
712557831,0.07,0.03,0.55,0.71,0.27,515
183544525,0.31,0.02,0.81,0.28,0.56,406
164849897,0.61,0.22,0.63,0.37,0.05,478
549107632,0.2,0.04,0.25,0.74,0.29,451
31927465,0.24,0.16,0.47,0.62,0.06,391
79490022,0.7,0.11,0.63,0.37,0.85,322
817367678,0.86,0.28,0.63,0.37,0.1,456
446712497,0.75,0.09,0.82,0.37,0.63,463
229795319,0.02,0.06,0.5,0.91,0.26,399
867106334,0.21,0,0.71,0.98,0.65,424
135810119,0.92,0.47,0.61,0.8,0.18,312
582339459,0.82,0.39,0,0.8,0.03,309
344232528,0.78,0.34,0.82,0.37,0.04,406
756255675,0.69,0.15,0.14,0.37,0.07,575
355833795,0.42,0.1,0.82,0.66,0.7,341
3972323,0.53,0.15,0.03,0.85,0.03,586
91604293,0.12,0.07,0.96,0.85,0.29,536
52712549,0.99,0.1,0.48,0.37,0.4,633
538246671,0.33,0.03,0.53,0.37,0.63,322
737339306,0.62,0.09,0.53,0.65,0.29,655
72304378,0.82,0.2,0.82,0.94,0.29,561
52630934,0.81,0.19,0.82,0.37,0.57,386
171534545,0.62,0.16,0.59,0.97,0.36,473
640268849,0.53,0.15,0.72,0.08,0.32,396
413918593,0.8,0.16,0.47,0.37,0.59,362
13046555,0.53,0.18,0.75,0.75,0.49,364
262968586,0.98,0.2,0.82,0.37,0.47,476
450336776,0.53,0.11,0.25,0.85,0.49,382
921960321,0.96,0.04,0.25,0.37,0.56,592
26946909,0.92,0.36,0.82,0.9,0.52,337
166239982,0.82,0.39,0.7,0.82,0.1,374
405649183,0.67,0.11,0.75,0.37,0.81,337
834170269,0.27,0.19,0.46,0.99,0.24,324
6996515,0.85,0.01,0.74,0.37,0.56,748
143098366,0.82,0.2,0.38,0.37,0.21,482
600459231,0.53,0.14,0.51,0.95,0.32,480
619486459,0.53,0.09,0.06,0.37,0.5,306
161168328,0.97,0.36,0.96,0.37,0.5,328
136902683,0.03,0.11,0.77,0.66,0.02,556
77868416,0.64,0.05,0.47,0.37,0.48,535
861141706,0.22,0.16,0.49,0.9,0.29,317
246496433,0.9,0.25,0.64,0.9,0.6,374
664393201,0.7,0.23,0.49,0.37,0.06,482
30929937,0.8,0.26,0.77,0.37,0.01,546
609970433,0.36,0.06,0.2,1,0.37,470
445400588,0.93,0.17,0.82,0.37,0.5,479
350621092,0.82,0.07,0.82,0.37,0.56,578
967654471,0.6,0.06,0.69,0.94,0.79,426
552533897,0.82,0.3,0.68,0.37,0.47,310
74971393,0.92,0.49,0.82,0.37,0.08,309
84917418,0.81,0.09,0.48,0.37,0.6,452
561132143,0.7,0.23,0.18,0.37,0.03,436
708393221,0.82,0.23,0.53,0.93,0.68,336
871285614,0.29,0.07,0.74,0.6,0.56,348
30312921,0.87,0.02,0.03,0.37,0.84,388
181028745,0.53,0.28,0.97,0.91,0.4,344
592180643,0.9,0.28,0.73,0.37,0.17,455
40210592,0.04,0.04,0.08,0.99,0.14,460
313224151,0.3,0.18,0.95,0.74,0.33,372
148914668,0.71,0.06,0.37,0.37,0.67,409
232922233,0.42,0.05,0.35,0.37,0.27,585
32058214,0.67,0.12,0.81,0.8,0.36,621
171900874,0.88,0.4,0.13,0.87,0.05,336
525760933,0.65,0.2,0.82,0.85,0.18,571
45546547,0.62,0.17,0.44,0.37,0.16,483
919646853,0.83,0.32,0.15,0.37,0.02,355
691561091,0.75,0.37,0.54,0.95,0.26,320
9226526,0.53,0.06,0.42,0.25,0.69,314
401087356,0.97,0.05,0.25,0.37,0.82,427
899195868,0.69,0.2,0.82,0.37,0.48,375
614503143,0.8,0.2,0.46,0.37,0.55,335
484712306,0.93,0.04,0.59,0.37,0.79,496
15318593,0.53,0.17,0.43,0.98,0.52,334
347265105,0.66,0.19,0.65,0.94,0.24,528
112330883,0.93,0.3,0.25,0.77,0.41,333
590956157,0.64,0.13,0.75,0.37,0.45,448
195431244,0.21,0.04,0.72,0.31,0.56,307
66856178,0.97,0.18,0.4,0.37,0.7,352
201855832,0.55,0.13,0.15,0.61,0.1,561
310178075,0.82,0.28,0.57,0.99,0.39,384
917910483,0.55,0.25,0.54,0.77,0.2,375
851090832,0.92,0.16,0.51,0.37,0.56,414
306776403,0.77,0.13,0.95,0.37,0.76,396
797014076,0.84,0.09,0.18,0.85,0.79,387
8387027,0.79,0.2,0.95,0.92,0.79,365
847908912,0.68,0.01,0.35,0.37,0.72,444
366484641,0.67,0.14,0.73,0.91,0.5,478
144895,0.33,0.21,0.82,0.66,0.17,386
109812688,0.84,0.26,0.4,0.83,0.42,364
645826213,0.73,0.36,0.82,0.37,0.28,305
654992042,0.4,0.06,0.78,0.19,0.64,340
981708027,0.81,0.07,0.41,0.37,0.73,406
766045566,0.53,0.14,0.34,0.82,0.56,329
296697705,0.74,0.01,0.39,0.88,0.6,630
190135999,0.6,0.23,0.1,0.92,0.24,342
142795137,0.53,0.03,0.56,0.24,0.52,470
534067844,0.9,0.21,0.77,0.37,0.62,371
831349523,0.19,0.12,0.12,0.67,0.09,336
805339798,0.22,0.07,0.13,0.37,0.18,341
824499456,0.22,0.19,0.72,0.8,0.01,449
476480917,0.76,0.13,0.72,0.37,0.68,386
730784035,0.81,0.19,0.36,0.88,0.28,504
794551802,0.9,0.26,0.82,0.96,0.85,328
50051236,0.3,0.24,0.81,0.37,0.15,301
67471273,0.79,0.33,0.43,0.37,0.21,314
69480965,0.53,0.22,0.67,0.37,0.33,325
340657343,0.97,0.13,0.75,0.81,0.61,533
836591214,0.67,0.07,0.72,0.83,0.49,618
167716642,0.35,0.15,0.82,0.77,0.32,412
92650692,0.99,0.09,0.2,0.92,0.58,554
264160843,0.93,0.31,0.51,0.91,0.47,349
277712917,0.93,0.27,0.59,0.37,0.49,341
121627234,0.99,0.26,0.04,0.37,0.14,422
432620821,0.67,0.14,0.81,0.84,0.49,485
378579443,0.89,0.33,0.75,0.37,0.37,345
535763187,0.98,0.29,0.82,0.75,0.43,414
543994573,0.03,0.04,0.48,0.7,0.38,312
302965508,0.89,0.25,0.59,0.84,0.46,396
484351263,0.89,0.14,0.39,0.37,0.62,395
449557228,0.81,0.14,0.82,0.37,0.3,604
242854163,0.67,0.13,0.57,0.37,0.56,377
489963102,0.31,0.09,0.67,0.37,0.1,682
831057343,0.22,0.1,0.25,0.89,0.26,375
767126037,0.65,0.01,0.04,0.37,0.5,498
475186499,0.1,0.01,0.82,0.57,0.28,654
59014753,0.8,0.11,0.82,0.37,0.25,772
751362903,0.7,0.14,0.08,0.91,0.26,505
312577204,0.58,0.01,0.52,0.63,0.6,544
262084287,0.62,0.23,0.82,0.67,0.6,319
42726867,0.92,0.48,0.82,0.37,0.07,319
946188429,0.87,0.36,0.38,0.37,0.13,335
908008578,0.67,0.09,0.42,0.37,0.56,400
718750006,0.79,0.17,0.25,0.37,0.32,422
27436154,0.85,0.4,0.82,0.37,0.03,368
59883527,0.69,0.2,0.04,0.37,0.29,318
982942929,0.7,0.21,0.82,0.37,0.32,422
24414772,0.53,0.17,0.57,0.74,0.61,307
793848723,0.85,0.03,0.48,0.37,0.58,608
989957071,0.58,0.13,0.82,0.92,0.64,403
471071737,0.53,0.18,0.25,0.95,0.16,458
67392138,0.32,0.23,0.67,0.91,0.01,437
314018112,0.41,0.13,0.63,0.37,0.22,453
539262549,0.53,0.12,0.81,0.19,0.17,615
806277155,0.63,0.11,0.15,0.84,0.11,725
473979668,0.29,0.19,0.82,0.96,0.02,530
291985868,0.66,0.23,0.37,0.88,0.49,323
816077973,0.82,0.01,0.45,0.37,0.56,662
772038684,0.35,0.02,0.97,0.32,0.75,369
452430843,0.85,0.17,0.25,0.37,0.34,442
81919797,0.01,0.02,0.05,0.37,0.04,429
635296885,0.37,0.07,0.25,0.37,0.22,491
970441005,0.83,0.18,0.68,0.37,0.2,577
797841898,0.67,0.06,0.63,0.37,0.62,452
351648048,0.35,0.15,0.2,0.79,0.19,366
481345469,0.82,0.16,0.61,0.79,0.72,382
681182477,0.42,0.21,0.7,0.06,0.06,380
459542133,0.88,0.28,0.64,0.37,0.04,498
423892656,0.74,0.21,0.8,0.37,0.25,475
739105308,0.89,0.2,0.82,0.8,0.58,433
162587446,0.82,0.11,0.21,0.37,0.62,369
88068043,0.12,0.17,0.82,0.98,0.12,410
532539795,0.71,0.21,0.78,0.37,0.27,447
17248023,0.68,0.38,1,0.37,0.26,305
957164283,0.07,0.05,0.57,0.31,0.28,329
716744354,0.87,0.22,0.12,0.37,0.26,390
251552437,0.56,0.24,0.76,0.81,0.43,339
904356225,0.4,0.22,0.42,0.9,0.14,361
186893889,0.84,0.39,0.71,0.9,0.29,339
858301524,0.82,0.02,0.39,0.37,0.66,534
317278539,0.83,0.32,0.48,0.37,0.23,335
20091731,0.53,0.18,0.13,0.77,0.31,331
168616992,0.53,0.06,0.95,0.82,0.69,478
199179221,0.53,0.26,0.82,0.83,0.12,437
485555721,0.67,0.16,0.25,0.37,0.16,482
652451195,0.4,0.03,0.36,0.1,0.56,309
805116396,0.53,0.06,0.36,0.37,0.24,658
858470977,0.79,0.19,0.97,0.37,0.62,380
470152694,0.35,0.07,0.63,0.13,0.11,709
708344908,0.64,0.05,0.59,0.37,0.75,386
213102306,0.76,0.07,0.25,1,0.68,455
54838694,0.82,0.16,0.25,0.82,0.32,505
948184731,0.62,0.18,0.53,0.16,0.26,392
159651582,0.37,0.05,0.82,0.17,0.49,429
681042109,0.77,0.22,0.96,0.37,0.44,416
967259489,0.53,0.28,0.63,0.99,0.18,371
480263962,0.93,0.3,0.82,0.82,0.8,312
47822971,0.65,0.05,0.25,0.37,0.56,417
180452756,0.85,0.16,0.36,0.37,0.2,558
664654989,0.96,0.19,0.59,0.87,0.78,376
73003082,0.57,0.16,0.79,0.03,0.45,339
376081615,0.82,0.25,0.82,0.77,0.11,573
662524582,0.33,0.06,0.6,0.37,0.56,322
600176696,0.82,0.01,0.72,0.37,0.56,738
553283199,0.35,0.06,0.62,0.88,0.78,321
75844713,0.19,0.04,0.71,0.78,0.41,457
999906376,0.56,0.16,0.25,0.17,0.29,324
169145828,0.87,0.07,0.36,0.91,0.85,424
305584017,0.34,0.09,0.41,0.6,0.06,713
298432438,0.71,0.28,0.25,0.37,0.16,321
964665866,0.72,0.01,0.53,0.37,0.56,622
262536279,0.85,0.17,0.97,0.37,0.98,318
451486396,0.89,0.15,0.61,0.98,0.24,712
183131429,0.55,0.01,0.68,0.94,0.56,668
662054408,1,0.22,0.09,0.8,0.65,341
83967157,0.74,0.18,0.19,0.37,0.08,512
884568351,0.9,0.38,0.8,0.37,0.39,311
916172725,0.41,0.18,0.82,0.86,0.56,323
13291412,0.66,0.41,0.7,0.86,0.1,320
272285336,0.76,0.2,0.01,0.9,0.1,508
266693749,0.88,0.01,0.14,0.86,0.65,609
342193634,0.99,0.18,0.45,0.78,0.56,448
287389737,0.77,0.18,0.46,0.76,0.02,746
46336897,0.77,0.32,0.82,0.37,0.13,394
793421675,0.68,0.2,0.09,0.37,0.25,341
729260263,0.97,0.05,0.82,0.37,0.84,503
372797149,0.53,0.04,0.52,0.07,0.79,304
